Book ID,Chapter,Chapter Name,Gate,Map Type,Start Time,End Time,Match,Difficulty,SS1,SS2,SS1 Entry Req,SS2 Entry Req,SS1 Star Tier,SS1 Star Rarity,SS2 Star Tier,SS2 Star Rarity,Reward,Quantity,Hype,Strap,Universal,CSS Requirement,CSS Reward,CSS Quantity,CSS RBE
LTPVE_May2026_Wknd2,4,!!LTPVE_APR2025_WKND4_CH3,may2026_wknd2,ZMap_FC_1,"05/16/2026, 19:00","05/18/2026, 19:00",1,Hard,SS_Penta_ZeroFear,,Color_Black,,Gold,6,,,PointCurrency_RBE_May2026_wknd2_Solo_Wrapper,20000,0,TRUE,FALSE,Era_Modern,TSE_Weekend,1,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,4,!!LTPVE_APR2025_WKND4_CH3,may2026_wknd2,ZMap_FC_1,"05/16/2026, 19:00","05/18/2026, 19:00",1,Hell,SS_Penta_ZeroFear,,Era_Modern,,Gold,6,,,PointCurrency_RBE_May2026_wknd2_Solo_Wrapper,30000,0,TRUE,FALSE,Color_Black,TSE_Weekend,1,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,5,!!LTPVE_MAY2026_WKND2_CH5,may2026_wknd2,FTUE_Base,"05/16/2026, 19:00","05/18/2026, 19:00",1,Normal,SS_Undertaker_Biker,,Color_Yellow,,Bronze,2,,,PointCurrency_RBE_May2026_wknd2_Solo_Wrapper,8000,0,FALSE,FALSE,SS_MrIguana_LaYezca,TSE_Weekend,1,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,5,!!LTPVE_MAY2026_WKND2_CH5,may2026_wknd2,FTUE_Base,"05/16/2026, 19:00","05/18/2026, 19:00",2,Normal,SS_Undertaker_Biker,,Color_Yellow,,Bronze,3,,,PointCurrency_RBE_May2026_wknd2_Solo_Wrapper,9500,0,FALSE,FALSE,SS_MrIguana_LaYezca,PointCurrency_RBE_May2026_wknd2_Fac_Feeder,4500,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,5,!!LTPVE_MAY2026_WKND2_CH5,may2026_wknd2,FTUE_Base,"05/16/2026, 19:00","05/18/2026, 19:00",1,Hard,SS_Undertaker_Ministry,,Color_Yellow,,Silver,3,,,PointCurrency_RBE_May2026_wknd2_Solo_Wrapper,13000,0,FALSE,FALSE,SS_MrIguana_LaYezca,TSE_Weekend,2,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,5,!!LTPVE_MAY2026_WKND2_CH5,may2026_wknd2,FTUE_Base,"05/16/2026, 19:00","05/18/2026, 19:00",2,Hard,SS_Undertaker_Ministry,,Color_Yellow,,Silver,4,,,PointCurrency_RBE_May2026_wknd2_Solo_Wrapper,15500,0,FALSE,FALSE,SS_MrIguana_LaYezca,PointCurrency_RBE_May2026_wknd2_Fac_Feeder,6500,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,5,!!LTPVE_MAY2026_WKND2_CH5,may2026_wknd2,FTUE_Base,"05/16/2026, 19:00","05/18/2026, 19:00",1,Hell,SS_Undertaker_Denim,,Color_Yellow,,Gold,4,,,PointCurrency_RBE_May2026_wknd2_Solo_Wrapper,18500,0,TRUE,FALSE,SS_MrIguana_LaYezca,TSE_Weekend,3,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,5,!!LTPVE_MAY2026_WKND2_CH5,may2026_wknd2,FTUE_Base,"05/16/2026, 19:00","05/18/2026, 19:00",2,Hell,SS_Undertaker_Denim,,Color_Yellow,,Silver,5,,,PointCurrency_RBE_May2026_wknd2_Solo_Wrapper,25500,0,TRUE,FALSE,SS_MrIguana_LaYezca,PointCurrency_RBE_May2026_wknd2_Fac_Feeder,8000,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,6,!!LTPVE_JAN2026_WKND2_CH6,may2026_wknd2,ZMap_Daily_3_A_Base,"05/16/2026, 19:00","05/18/2026, 19:00",1,Normal,SS_ABlack_BM,,,,Gold,4,,,SoftCurrency,200000,0,FALSE,FALSE,SS_MrIguana_LaYezca,TSE_Weekend,1,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,6,!!LTPVE_JAN2026_WKND2_CH6,may2026_wknd2,ZMap_Daily_3_A_Base,"05/16/2026, 19:00","05/18/2026, 19:00",2,Normal,SS_DMcIntyre_Chosen,,,,Gold,4,,,SoftCurrency,300000,0,FALSE,FALSE,SS_Penta_CeroMiedo,TSE_Weekend,1,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,6,!!LTPVE_JAN2026_WKND2_CH6,may2026_wknd2,ZMap_Daily_3_A_Base,"05/16/2026, 19:00","05/18/2026, 19:00",3,Normal,SS_StoneCold_BR,,,,Gold,4,,,SoftCurrency,500000,0,FALSE,FALSE,SS_DMcIntyre_Chosen,TSE_Weekend,1,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,6,!!LTPVE_JAN2026_WKND2_CH6,may2026_wknd2,ZMap_Daily_3_A_Base,"05/16/2026, 19:00","05/18/2026, 19:00",1,Hard,SS_CPunk_GTS,,,,Bronze,5,,,SoftCurrency,850000,0,FALSE,FALSE,SS_StoneCold_BR,TSE_Weekend,1,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,6,!!LTPVE_JAN2026_WKND2_CH6,may2026_wknd2,ZMap_Daily_3_A_Base,"05/16/2026, 19:00","05/18/2026, 19:00",2,Hard,SS_EGAmericano_Ludwig,,,,Bronze,5,,,SoftCurrency,1000000,0,FALSE,FALSE,SS_JeyUso_Yeet,TSE_Weekend,2,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,6,!!LTPVE_JAN2026_WKND2_CH6,may2026_wknd2,ZMap_Daily_3_A_Base,"05/16/2026, 19:00","05/18/2026, 19:00",3,Hard,SS_EddieGuerrero_LCS,,,,Bronze,5,,,SoftCurrency,1250000,0,FALSE,FALSE,SS_RMysterio_WCP,TSE_Weekend,2,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,6,!!LTPVE_JAN2026_WKND2_CH6,may2026_wknd2,ZMap_Daily_3_A_Base,"05/16/2026, 19:00","05/18/2026, 19:00",1,Hell,SS_SBlackman_Weapon,,,,Bronze,6,,,SoftCurrency,1500000,0,TRUE,FALSE,SS_Ax_Demolition,TSE_Weekend,2,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,6,!!LTPVE_JAN2026_WKND2_CH6,may2026_wknd2,ZMap_Daily_3_A_Base,"05/16/2026, 19:00","05/18/2026, 19:00",2,Hell,SS_HHH_Modern,,,,Bronze,6,,,SoftCurrency,1750000,0,TRUE,FALSE,SS_AJStyles_Face,TSE_Weekend,2,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,6,!!LTPVE_JAN2026_WKND2_CH6,may2026_wknd2,ZMap_Daily_3_A_Base,"05/16/2026, 19:00","05/18/2026, 19:00",3,Hell,SS_ROrton_Veteran,,,,Bronze,6,,,SoftCurrency,2000000,0,TRUE,FALSE,SS_Penta_ZeroFear,TSE_Weekend,2,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,7,!!LTPVE_MAY2026_WKND2_CH7,may2026_wknd2,ZMap_FC_1,"05/17/2026, 19:00","05/18/2026, 19:00",1,Normal,SS_StoneCold_Alliance,,Country_Mexico,,Bronze,3,,,PointCurrency_RBE_May2026_wknd2_Solo_Wrapper,13000,0,FALSE,FALSE,"SS_DMysterio_Luchadores,SS_RFenix_King,SS_RMysterio_LWO,SS_Penta_CeroMiedo",PointCurrency_RBE_May2026_wknd2_Fac_Feeder,6000,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,7,!!LTPVE_MAY2026_WKND2_CH7,may2026_wknd2,ZMap_FC_1,"05/17/2026, 19:00","05/18/2026, 19:00",1,Hard,SS_StoneCold_Alliance,,Country_Mexico,,Bronze,5,,,PointCurrency_RBE_May2026_wknd2_Solo_Wrapper,17000,0,FALSE,FALSE,"SS_DMysterio_Luchadores,SS_RFenix_King,SS_RMysterio_LWO",PointCurrency_RBE_May2026_wknd2_Solo_Wrapper,13000,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,7,!!LTPVE_MAY2026_WKND2_CH7,may2026_wknd2,ZMap_FC_1,"05/17/2026, 19:00","05/18/2026, 19:00",1,Hell,SS_StoneCold_Alliance,,Country_Mexico,,Gold,6,,,PointCurrency_RBE_May2026_wknd2_Solo_Wrapper,38000,0,TRUE,FALSE,"SS_RFenix_King,SS_RMysterio_LWO",PointCurrency_RBE_May2026_wknd2_Solo_Wrapper,30000,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,8,!!LTPVE_MAY2026_WKND2_CH8,may2026_wknd2,ZMap_FC_1,"05/17/2026, 19:00","05/18/2026, 19:00",1,Normal,SS_CRhodes_Captain,,SS_Penta_ZeroFear,,Gold,4,,,EvoToken_6SG_Main_Black,3,0,TRUE,FALSE,"Rarity_6,Rarity_7",Currency_May2026_wknd2_PW,1000,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,8,!!LTPVE_MAY2026_WKND2_CH8,may2026_wknd2,ZMap_FC_1,"05/17/2026, 19:00","05/18/2026, 19:00",1,Hard,SS_CRhodes_Captain,,SS_Penta_ZeroFear,,Silver,5,,,EvoToken_6SG_Main_Black,7,0,TRUE,FALSE,"Rarity_6,Rarity_7",Currency_May2026_wknd2_PW,4000,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,8,!!LTPVE_MAY2026_WKND2_CH8,may2026_wknd2,ZMap_FC_1,"05/17/2026, 19:00","05/18/2026, 19:00",1,Hell,SS_CRhodes_Captain,,SS_Penta_ZeroFear,,Bronze,6,,,Currency_May2026_wknd2_PW,10000,0,TRUE,FALSE,"Rarity_6,Rarity_7",Bagtoken_EvoToken_7Star_Bronze,1,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,9,!!LTPVE_MAY2026_WKND2_CH9,may2026_wknd2,ZMap_FC_1,"05/17/2026, 19:00","05/18/2026, 19:00",1,Normal,SS_RRipley_Brutality,,Body_ISky,,Bronze,3,,,Currency_May2026_wknd2_PW,250,0,FALSE,FALSE,SS_ISky_Rhiyo,Currency_May2026_wknd2_PW,500,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,9,!!LTPVE_MAY2026_WKND2_CH9,may2026_wknd2,ZMap_FC_1,"05/17/2026, 19:00","05/18/2026, 19:00",1,Hard,SS_RRipley_JD,,Body_ISky,,Bronze,5,,,Currency_May2026_wknd2_PW,750,0,FALSE,FALSE,SS_ISky_Rhiyo,Currency_May2026_wknd2_PW,2000,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,9,!!LTPVE_MAY2026_WKND2_CH9,may2026_wknd2,ZMap_FC_1,"05/17/2026, 19:00","05/18/2026, 19:00",1,Hell,SS_RRipley_Eradicator,,Body_ISky,,Gold,6,,,Currency_May2026_wknd2_PW,1000,0,TRUE,FALSE,SS_ISky_Rhiyo,Currency_May2026_wknd2_PW,2500,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,10,!!LTPVE_MAY2026_WKND2_CH10,may2026_wknd2,ZMap_FC_1,"05/15/2026, 19:00","05/18/2026, 19:00",1,Normal,SS_ISky_DC,,Body_RRipley,,Bronze,3,,,Currency_May2026_wknd2_PW,250,0,FALSE,FALSE,SS_RRipley_Eradicator,Currency_May2026_wknd2_PW,2000,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,10,!!LTPVE_MAY2026_WKND2_CH10,may2026_wknd2,ZMap_FC_1,"05/15/2026, 19:00","05/18/2026, 19:00",1,Hard,SS_ISky_Genius,,Body_RRipley,,Bronze,5,,,Currency_May2026_wknd2_PW,750,0,FALSE,FALSE,SS_RRipley_Eradicator,Currency_May2026_wknd2_PW,3000,RBE_May2026_wknd2_Solo_Wrapper
LTPVE_May2026_Wknd2,10,!!LTPVE_MAY2026_WKND2_CH10,may2026_wknd2,ZMap_FC_1,"05/15/2026, 19:00","05/18/2026, 19:00",1,Hell,SS_ISky_Rhiyo,,Body_RRipley,,Gold,6,,,Currency_May2026_wknd2_PW,1000,0,TRUE,FALSE,SS_RRipley_Eradicator,Bagtoken_EvoToken_7Star_Bronze,1,RBE_May2026_wknd2_Solo_Wrapper
